"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",0.902061855670103,0.896907216494845,0.896907216494845,0.891752577319588,0.902061855670103,0.88659793814433,0.891752577319588,0.891752577319588,0.881443298969072,0.881443298969072,0.88659793814433,0.798969072164949,0.891752577319588,0.881443298969072,0.865979381443299,0.860824742268041,0.881443298969072,0.871134020618557,0.855670103092783,0.860824742268041,0.865979381443299,0.855670103092783,0.860824742268041,0.860824742268041,0.896907216494845,0.860824742268041,0.865979381443299,0.860824742268041,0.860824742268041,0.855670103092783
"2",0.906735751295337,0.89119170984456,0.886010362694301,0.901554404145078,0.89119170984456,0.880829015544041,0.886010362694301,0.886010362694301,0.886010362694301,0.886010362694301,0.886010362694301,0.870466321243523,0.875647668393782,0.896373056994819,0.886010362694301,0.860103626943005,0.854922279792746,0.865284974093264,0.865284974093264,0.875647668393782,0.865284974093264,0.870466321243523,0.860103626943005,0.860103626943005,0.854922279792746,0.849740932642487,0.870466321243523,0.865284974093264,0.870466321243523,0.865284974093264
"3",0.922279792746114,0.911917098445596,0.922279792746114,0.886010362694301,0.911917098445596,0.906735751295337,0.911917098445596,0.911917098445596,0.917098445595855,0.917098445595855,0.911917098445596,0.870466321243523,0.89119170984456,0.901554404145078,0.911917098445596,0.896373056994819,0.901554404145078,0.886010362694301,0.896373056994819,0.89119170984456,0.875647668393782,0.870466321243523,0.896373056994819,0.896373056994819,0.860103626943005,0.865284974093264,0.870466321243523,0.886010362694301,0.880829015544041,0.886010362694301
"4",0.886010362694301,0.870466321243523,0.870466321243523,0.89119170984456,0.860103626943005,0.865284974093264,0.854922279792746,0.854922279792746,0.880829015544041,0.880829015544041,0.860103626943005,0.83419689119171,0.849740932642487,0.860103626943005,0.849740932642487,0.854922279792746,0.886010362694301,0.849740932642487,0.860103626943005,0.844559585492228,0.83419689119171,0.839378238341969,0.83419689119171,0.83419689119171,0.844559585492228,0.844559585492228,0.829015544041451,0.839378238341969,0.849740932642487,0.839378238341969
"5",0.902061855670103,0.896907216494845,0.88659793814433,0.88659793814433,0.876288659793814,0.855670103092783,0.88659793814433,0.88659793814433,0.871134020618557,0.871134020618557,0.871134020618557,0.829896907216495,0.891752577319588,0.865979381443299,0.865979381443299,0.876288659793814,0.865979381443299,0.84020618556701,0.860824742268041,0.850515463917526,0.84020618556701,0.896907216494845,0.860824742268041,0.860824742268041,0.881443298969072,0.855670103092783,0.876288659793814,0.84020618556701,0.865979381443299,0.865979381443299
"6",0.891752577319588,0.896907216494845,0.881443298969072,0.865979381443299,0.881443298969072,0.881443298969072,0.88659793814433,0.88659793814433,0.881443298969072,0.881443298969072,0.881443298969072,0.809278350515464,0.876288659793814,0.850515463917526,0.860824742268041,0.855670103092783,0.871134020618557,0.850515463917526,0.850515463917526,0.850515463917526,0.835051546391753,0.850515463917526,0.850515463917526,0.850515463917526,0.855670103092783,0.855670103092783,0.855670103092783,0.845360824742268,0.845360824742268,0.845360824742268
"7",0.896373056994819,0.886010362694301,0.901554404145078,0.906735751295337,0.89119170984456,0.886010362694301,0.875647668393782,0.875647668393782,0.875647668393782,0.875647668393782,0.901554404145078,0.829015544041451,0.839378238341969,0.865284974093264,0.860103626943005,0.875647668393782,0.865284974093264,0.844559585492228,0.870466321243523,0.860103626943005,0.849740932642487,0.83419689119171,0.870466321243523,0.870466321243523,0.829015544041451,0.849740932642487,0.844559585492228,0.870466321243523,0.844559585492228,0.844559585492228
"8",0.896907216494845,0.881443298969072,0.896907216494845,0.88659793814433,0.891752577319588,0.896907216494845,0.896907216494845,0.896907216494845,0.891752577319588,0.891752577319588,0.896907216494845,0.865979381443299,0.865979381443299,0.871134020618557,0.865979381443299,0.876288659793814,0.871134020618557,0.871134020618557,0.855670103092783,0.871134020618557,0.850515463917526,0.860824742268041,0.855670103092783,0.855670103092783,0.860824742268041,0.860824742268041,0.860824742268041,0.871134020618557,0.865979381443299,0.850515463917526
"9",0.906735751295337,0.906735751295337,0.901554404145078,0.901554404145078,0.875647668393782,0.886010362694301,0.901554404145078,0.901554404145078,0.896373056994819,0.896373056994819,0.89119170984456,0.823834196891192,0.875647668393782,0.89119170984456,0.896373056994819,0.870466321243523,0.870466321243523,0.854922279792746,0.860103626943005,0.870466321243523,0.870466321243523,0.875647668393782,0.865284974093264,0.865284974093264,0.875647668393782,0.865284974093264,0.880829015544041,0.901554404145078,0.865284974093264,0.880829015544041
"10",0.896907216494845,0.865979381443299,0.896907216494845,0.891752577319588,0.876288659793814,0.88659793814433,0.891752577319588,0.891752577319588,0.896907216494845,0.896907216494845,0.896907216494845,0.84020618556701,0.876288659793814,0.865979381443299,0.865979381443299,0.845360824742268,0.865979381443299,0.881443298969072,0.819587628865979,0.850515463917526,0.845360824742268,0.850515463917526,0.871134020618557,0.871134020618557,0.860824742268041,0.824742268041237,0.865979381443299,0.865979381443299,0.860824742268041,0.845360824742268
"11",0.892307692307692,0.882051282051282,0.876923076923077,0.876923076923077,0.882051282051282,0.861538461538462,0.882051282051282,0.882051282051282,0.882051282051282,0.882051282051282,0.887179487179487,0.851282051282051,0.876923076923077,0.861538461538462,0.876923076923077,0.866666666666667,0.841025641025641,0.856410256410256,0.866666666666667,0.851282051282051,0.841025641025641,0.856410256410256,0.861538461538462,0.861538461538462,0.861538461538462,0.861538461538462,0.846153846153846,0.846153846153846,0.856410256410256,0.856410256410256
"12",0.906735751295337,0.896373056994819,0.917098445595855,0.906735751295337,0.89119170984456,0.906735751295337,0.89119170984456,0.89119170984456,0.896373056994819,0.896373056994819,0.896373056994819,0.870466321243523,0.854922279792746,0.901554404145078,0.886010362694301,0.901554404145078,0.886010362694301,0.875647668393782,0.870466321243523,0.870466321243523,0.844559585492228,0.854922279792746,0.875647668393782,0.875647668393782,0.860103626943005,0.865284974093264,0.870466321243523,0.880829015544041,0.870466321243523,0.870466321243523
"13",0.896373056994819,0.880829015544041,0.880829015544041,0.886010362694301,0.901554404145078,0.865284974093264,0.875647668393782,0.875647668393782,0.886010362694301,0.886010362694301,0.875647668393782,0.813471502590674,0.860103626943005,0.865284974093264,0.865284974093264,0.870466321243523,0.844559585492228,0.844559585492228,0.844559585492228,0.854922279792746,0.849740932642487,0.83419689119171,0.860103626943005,0.860103626943005,0.844559585492228,0.839378238341969,0.839378238341969,0.854922279792746,0.849740932642487,0.854922279792746
"14",0.917098445595855,0.886010362694301,0.906735751295337,0.896373056994819,0.901554404145078,0.886010362694301,0.89119170984456,0.89119170984456,0.89119170984456,0.89119170984456,0.906735751295337,0.844559585492228,0.880829015544041,0.886010362694301,0.886010362694301,0.83419689119171,0.880829015544041,0.839378238341969,0.870466321243523,0.880829015544041,0.875647668393782,0.854922279792746,0.860103626943005,0.860103626943005,0.865284974093264,0.818652849740933,0.875647668393782,0.896373056994819,0.854922279792746,0.875647668393782
"15",0.880829015544041,0.870466321243523,0.860103626943005,0.896373056994819,0.860103626943005,0.844559585492228,0.854922279792746,0.854922279792746,0.865284974093264,0.865284974093264,0.849740932642487,0.839378238341969,0.844559585492228,0.860103626943005,0.854922279792746,0.870466321243523,0.875647668393782,0.839378238341969,0.83419689119171,0.839378238341969,0.823834196891192,0.854922279792746,0.823834196891192,0.823834196891192,0.854922279792746,0.829015544041451,0.83419689119171,0.83419689119171,0.839378238341969,0.839378238341969
