"","V1","V2"
"1",0.994845360824742,0.974226804123711
"2",0.989637305699482,0.979274611398964
"3",0.989637305699482,0.984455958549223
"4",0.989637305699482,0.984455958549223
"5",0.989690721649485,0.974226804123711
"6",0.994845360824742,0.979381443298969
"7",0.989637305699482,0.984455958549223
"8",0.994845360824742,0.984536082474227
"9",0.994818652849741,0.979274611398964
"10",0.994845360824742,0.974226804123711
"11",0.994871794871795,0.984615384615385
"12",0.984455958549223,0.974093264248705
"13",0.994818652849741,0.974093264248705
"14",0.994818652849741,0.974093264248705
"15",0.989637305699482,0.974093264248705
"16",0.989637305699482,0.984455958549223
"17",0.994871794871795,0.974358974358974
"18",0.994818652849741,0.979274611398964
"19",0.994845360824742,0.984536082474227
"20",0.994818652849741,0.979274611398964
"21",0.994818652849741,0.974093264248705
"22",0.989637305699482,0.974093264248705
"23",0.994818652849741,0.979274611398964
"24",0.989637305699482,0.984455958549223
"25",0.994845360824742,0.979381443298969
"26",0.989690721649485,0.974226804123711
"27",0.994871794871795,0.974358974358974
"28",0.994818652849741,0.979274611398964
"29",0.989690721649485,0.984536082474227
"30",0.994818652849741,0.989637305699482
"31",0.989637305699482,0.974093264248705
"32",0.994871794871795,0.979487179487179
"33",0.994845360824742,0.974226804123711
"34",0.989637305699482,0.968911917098446
"35",0.989637305699482,0.974093264248705
"36",0.994818652849741,0.974093264248705
"37",0.994845360824742,0.984536082474227
"38",0.989690721649485,0.974226804123711
"39",0.994818652849741,0.979274611398964
"40",0.994818652849741,0.984455958549223
"41",0.989637305699482,0.974093264248705
"42",0.989690721649485,0.984536082474227
"43",0.994818652849741,0.979274611398964
"44",0.994818652849741,0.979274611398964
"45",0.994845360824742,0.979381443298969
"46",0.989690721649485,0.979381443298969
"47",0.994845360824742,0.979381443298969
"48",0.994818652849741,0.984455958549223
"49",0.994818652849741,0.979274611398964
"50",0.994845360824742,0.969072164948454
"51",0.994818652849741,0.989637305699482
"52",0.989690721649485,0.974226804123711
"53",0.994871794871795,0.974358974358974
"54",0.994818652849741,0.974093264248705
"55",0.989690721649485,0.963917525773196
"56",0.994845360824742,0.984536082474227
"57",0.989637305699482,0.974093264248705
"58",0.994818652849741,0.979274611398964
"59",0.994818652849741,0.979274611398964
"60",0.989637305699482,0.984455958549223
"61",0.994845360824742,0.974226804123711
"62",0.994818652849741,0.974093264248705
"63",0.994818652849741,0.974093264248705
"64",0.994845360824742,0.989690721649485
"65",0.994845360824742,0.979381443298969
"66",0.989637305699482,0.974093264248705
"67",0.994818652849741,0.979274611398964
"68",0.994845360824742,0.974226804123711
"69",0.994845360824742,0.969072164948454
"70",0.989637305699482,0.979274611398964
"71",0.994845360824742,0.974226804123711
"72",0.989690721649485,0.979381443298969
"73",0.994818652849741,0.974093264248705
"74",0.994818652849741,0.984455958549223
"75",1,0.974093264248705
"76",0.994818652849741,0.974093264248705
"77",0.989637305699482,0.979274611398964
"78",0.994845360824742,0.989690721649485
"79",0.984536082474227,0.969072164948454
"80",0.994845360824742,0.979381443298969
"81",0.994818652849741,0.979274611398964
"82",0.994845360824742,0.984536082474227
"83",0.994845360824742,0.979381443298969
"84",0.989690721649485,0.979381443298969
"85",0.994818652849741,0.979274611398964
"86",0.989690721649485,0.974226804123711
"87",0.989690721649485,0.974226804123711
"88",0.994818652849741,0.979274611398964
"89",0.984455958549223,0.974093264248705
"90",0.994818652849741,0.979274611398964
"91",0.994845360824742,0.979381443298969
"92",0.989637305699482,0.974093264248705
"93",0.994845360824742,0.984536082474227
"94",0.989637305699482,0.974093264248705
"95",0.994818652849741,0.979274611398964
"96",0.989690721649485,0.969072164948454
"97",0.989637305699482,0.979274611398964
"98",0.994818652849741,0.984455958549223
"99",0.994845360824742,0.979381443298969
"100",0.994845360824742,0.984536082474227
"101",0.989637305699482,0.979274611398964
"102",0.989690721649485,0.974226804123711
"103",0.994845360824742,0.984536082474227
"104",0.994818652849741,0.984455958549223
"105",0.994818652849741,0.979274611398964
"106",0.994845360824742,0.974226804123711
"107",0.989637305699482,0.984455958549223
"108",0.994818652849741,0.979274611398964
"109",0.994845360824742,0.984536082474227
"110",0.994845360824742,0.974226804123711
"111",0.989637305699482,0.974093264248705
"112",0.994818652849741,0.974093264248705
"113",0.994845360824742,0.984536082474227
"114",0.994845360824742,0.979381443298969
"115",0.994818652849741,0.979274611398964
"116",0.989637305699482,0.984455958549223
"117",0.989637305699482,0.974093264248705
"118",0.994871794871795,0.984615384615385
"119",0.989690721649485,0.974226804123711
"120",0.994818652849741,0.979274611398964
"121",0.994845360824742,0.974226804123711
"122",0.989637305699482,0.968911917098446
"123",0.989637305699482,0.979274611398964
"124",0.994845360824742,0.984536082474227
"125",0.994818652849741,0.984455958549223
"126",0.994845360824742,0.974226804123711
"127",0.994818652849741,0.979274611398964
"128",0.994818652849741,0.974093264248705
"129",0.994871794871795,0.979487179487179
"130",0.994818652849741,0.974093264248705
"131",0.994818652849741,0.984455958549223
"132",0.994845360824742,0.979381443298969
"133",0.994818652849741,0.979274611398964
"134",0.994818652849741,0.974093264248705
"135",0.994845360824742,0.984536082474227
"136",0.994845360824742,0.974226804123711
