"","V1","V2"
"1",0.902061855670103,0.881443298969072
"2",0.906735751295337,0.865284974093264
"3",0.922279792746114,0.880829015544041
"4",0.886010362694301,0.844559585492228
"5",0.902061855670103,0.881443298969072
"6",0.891752577319588,0.876288659793814
"7",0.896373056994819,0.875647668393782
"8",0.896907216494845,0.871134020618557
"9",0.906735751295337,0.865284974093264
"10",0.896907216494845,0.865979381443299
"11",0.892307692307692,0.871794871794872
"12",0.906735751295337,0.886010362694301
"13",0.896373056994819,0.865284974093264
"14",0.917098445595855,0.880829015544041
"15",0.880829015544041,0.870466321243523
"16",0.880829015544041,0.844559585492228
"17",0.902564102564103,0.887179487179487
"18",0.901554404145078,0.865284974093264
"19",0.896907216494845,0.891752577319588
"20",0.911917098445596,0.854922279792746
"21",0.901554404145078,0.89119170984456
"22",0.886010362694301,0.860103626943005
"23",0.906735751295337,0.886010362694301
"24",0.896373056994819,0.880829015544041
"25",0.881443298969072,0.860824742268041
"26",0.907216494845361,0.876288659793814
"27",0.902564102564103,0.876923076923077
"28",0.911917098445596,0.875647668393782
"29",0.912371134020619,0.891752577319588
"30",0.896373056994819,0.870466321243523
"31",0.886010362694301,0.844559585492228
"32",0.912820512820513,0.882051282051282
"33",0.891752577319588,0.865979381443299
"34",0.901554404145078,0.886010362694301
"35",0.906735751295337,0.886010362694301
"36",0.896373056994819,0.865284974093264
"37",0.907216494845361,0.855670103092783
"38",0.891752577319588,0.865979381443299
"39",0.906735751295337,0.896373056994819
"40",0.896373056994819,0.865284974093264
"41",0.901554404145078,0.860103626943005
"42",0.896907216494845,0.891752577319588
"43",0.89119170984456,0.89119170984456
"44",0.880829015544041,0.870466321243523
"45",0.896907216494845,0.871134020618557
"46",0.922680412371134,0.88659793814433
"47",0.891752577319588,0.850515463917526
"48",0.917098445595855,0.89119170984456
"49",0.901554404145078,0.875647668393782
"50",0.907216494845361,0.876288659793814
"51",0.911917098445596,0.870466321243523
"52",0.891752577319588,0.871134020618557
"53",0.887179487179487,0.876923076923077
"54",0.901554404145078,0.870466321243523
"55",0.88659793814433,0.845360824742268
"56",0.88659793814433,0.855670103092783
"57",0.896373056994819,0.849740932642487
"58",0.880829015544041,0.880829015544041
"59",0.896373056994819,0.870466321243523
"60",0.932642487046632,0.896373056994819
"61",0.896907216494845,0.860824742268041
"62",0.89119170984456,0.865284974093264
"63",0.901554404145078,0.89119170984456
"64",0.896907216494845,0.865979381443299
"65",0.907216494845361,0.876288659793814
"66",0.896373056994819,0.880829015544041
"67",0.911917098445596,0.854922279792746
"68",0.902061855670103,0.881443298969072
"69",0.891752577319588,0.850515463917526
"70",0.896373056994819,0.880829015544041
"71",0.907216494845361,0.865979381443299
"72",0.88659793814433,0.855670103092783
"73",0.875647668393782,0.865284974093264
"74",0.911917098445596,0.886010362694301
"75",0.906735751295337,0.89119170984456
"76",0.886010362694301,0.849740932642487
"77",0.906735751295337,0.870466321243523
"78",0.88659793814433,0.855670103092783
"79",0.902061855670103,0.865979381443299
"80",0.912371134020619,0.896907216494845
"81",0.880829015544041,0.839378238341969
"82",0.896907216494845,0.865979381443299
"83",0.891752577319588,0.860824742268041
