"","1 segs","2 segs","3 segs","4 segs","5 segs","6 segs"
"k=42",0.967441860465116,0.976744186046512,0.981395348837209,0.990697674418605,0.986046511627907,0.990697674418605
"k=43",0.972093023255814,0.976744186046512,0.981395348837209,0.990697674418605,0.986046511627907,0.990697674418605
"k=44",0.967441860465116,0.976744186046512,0.981395348837209,0.990697674418605,0.990697674418605,0.990697674418605
"k=45",0.967441860465116,0.976744186046512,0.981395348837209,0.990697674418605,0.986046511627907,0.986046511627907
"k=46",0.967441860465116,0.981395348837209,0.967441860465116,0.990697674418605,0.986046511627907,0.986046511627907
"k=47",0.967441860465116,0.976744186046512,0.981395348837209,0.990697674418605,0.981395348837209,0.986046511627907
"k=48",0.967441860465116,0.981395348837209,0.981395348837209,0.990697674418605,0.986046511627907,0.986046511627907
"k=49",0.967441860465116,0.981395348837209,0.967441860465116,0.990697674418605,0.981395348837209,0.986046511627907
"k=50",0.967441860465116,0.981395348837209,0.967441860465116,0.990697674418605,0.986046511627907,0.986046511627907
"k=51",0.967441860465116,0.981395348837209,0.981395348837209,0.986046511627907,0.981395348837209,0.981395348837209
"k=52",0.967441860465116,0.981395348837209,0.967441860465116,0.986046511627907,0.981395348837209,0.981395348837209
"k=53",0.958139534883721,0.976744186046512,0.976744186046512,0.986046511627907,0.981395348837209,0.981395348837209
"k=54",0.967441860465116,0.981395348837209,0.976744186046512,0.986046511627907,0.981395348837209,0.981395348837209
"k=55",0.962790697674419,0.981395348837209,0.976744186046512,0.986046511627907,0.981395348837209,0.981395348837209
"k=56",0.967441860465116,0.981395348837209,0.972093023255814,0.986046511627907,0.981395348837209,0.981395348837209
"k=57",0.962790697674419,0.981395348837209,0.972093023255814,0.981395348837209,0.981395348837209,0.976744186046512
"k=58",0.962790697674419,0.981395348837209,0.972093023255814,0.981395348837209,0.981395348837209,0.976744186046512
"k=59",0.958139534883721,0.981395348837209,0.972093023255814,0.981395348837209,0.976744186046512,0.976744186046512
"k=60",0.967441860465116,0.976744186046512,0.972093023255814,0.976744186046512,0.976744186046512,0.981395348837209
"k=61",0.962790697674419,0.976744186046512,0.967441860465116,0.976744186046512,0.976744186046512,0.976744186046512
"k=62",0.967441860465116,0.972093023255814,0.972093023255814,0.972093023255814,0.976744186046512,0.972093023255814
"k=63",0.967441860465116,0.976744186046512,0.967441860465116,0.972093023255814,0.976744186046512,0.976744186046512
"k=64",0.962790697674419,0.972093023255814,0.967441860465116,0.972093023255814,0.976744186046512,0.972093023255814
"k=65",0.953488372093023,0.976744186046512,0.967441860465116,0.972093023255814,0.972093023255814,0.972093023255814
"k=66",0.953488372093023,0.972093023255814,0.967441860465116,0.972093023255814,0.976744186046512,0.972093023255814
"k=67",0.958139534883721,0.972093023255814,0.967441860465116,0.972093023255814,0.976744186046512,0.972093023255814
"k=68",0.958139534883721,0.972093023255814,0.967441860465116,0.972093023255814,0.976744186046512,0.972093023255814
"k=69",0.958139534883721,0.972093023255814,0.967441860465116,0.972093023255814,0.976744186046512,0.972093023255814
"k=70",0.953488372093023,0.972093023255814,0.967441860465116,0.972093023255814,0.976744186046512,0.972093023255814
"k=71",0.948837209302326,0.972093023255814,0.967441860465116,0.972093023255814,0.972093023255814,0.972093023255814
"k=72",0.948837209302326,0.972093023255814,0.958139534883721,0.972093023255814,0.972093023255814,0.972093023255814
"k=73",0.948837209302326,0.976744186046512,0.958139534883721,0.976744186046512,0.972093023255814,0.972093023255814
"k=74",0.944186046511628,0.976744186046512,0.962790697674419,0.976744186046512,0.972093023255814,0.976744186046512
"k=75",0.944186046511628,0.976744186046512,0.962790697674419,0.976744186046512,0.972093023255814,0.972093023255814
"k=76",0.944186046511628,0.972093023255814,0.962790697674419,0.972093023255814,0.972093023255814,0.972093023255814
"k=77",0.944186046511628,0.972093023255814,0.958139534883721,0.976744186046512,0.972093023255814,0.972093023255814
"k=78",0.944186046511628,0.972093023255814,0.953488372093023,0.972093023255814,0.972093023255814,0.972093023255814
"k=79",0.944186046511628,0.967441860465116,0.953488372093023,0.967441860465116,0.967441860465116,0.967441860465116
"k=80",0.944186046511628,0.967441860465116,0.953488372093023,0.967441860465116,0.967441860465116,0.967441860465116
"k=81",0.944186046511628,0.967441860465116,0.948837209302326,0.967441860465116,0.967441860465116,0.967441860465116
"k=82",0.944186046511628,0.967441860465116,0.948837209302326,0.967441860465116,0.967441860465116,0.967441860465116
"k=83",0.944186046511628,0.967441860465116,0.953488372093023,0.967441860465116,0.967441860465116,0.967441860465116
"k=84",0.944186046511628,0.962790697674419,0.953488372093023,0.962790697674419,0.967441860465116,0.967441860465116
"k=85",0.934883720930233,0.958139534883721,0.948837209302326,0.953488372093023,0.967441860465116,0.967441860465116
"k=86",0.934883720930233,0.953488372093023,0.948837209302326,0.958139534883721,0.967441860465116,0.958139534883721
"k=87",0.934883720930233,0.948837209302326,0.948837209302326,0.953488372093023,0.962790697674419,0.958139534883721
"k=88",0.930232558139535,0.948837209302326,0.948837209302326,0.953488372093023,0.962790697674419,0.953488372093023
"k=89",0.930232558139535,0.948837209302326,0.948837209302326,0.953488372093023,0.962790697674419,0.953488372093023
"k=90",0.930232558139535,0.948837209302326,0.948837209302326,0.953488372093023,0.962790697674419,0.953488372093023
"k=91",0.925581395348837,0.948837209302326,0.948837209302326,0.948837209302326,0.962790697674419,0.948837209302326
"k=92",0.925581395348837,0.948837209302326,0.948837209302326,0.953488372093023,0.962790697674419,0.953488372093023
"k=93",0.925581395348837,0.944186046511628,0.944186046511628,0.948837209302326,0.962790697674419,0.953488372093023
"k=94",0.925581395348837,0.948837209302326,0.948837209302326,0.948837209302326,0.962790697674419,0.953488372093023
"k=95",0.925581395348837,0.944186046511628,0.948837209302326,0.948837209302326,0.962790697674419,0.944186046511628
"k=96",0.925581395348837,0.944186046511628,0.944186046511628,0.948837209302326,0.962790697674419,0.944186046511628
"k=97",0.925581395348837,0.93953488372093,0.944186046511628,0.948837209302326,0.962790697674419,0.944186046511628
"k=98",0.925581395348837,0.944186046511628,0.944186046511628,0.948837209302326,0.958139534883721,0.948837209302326
"k=99",0.925581395348837,0.944186046511628,0.93953488372093,0.948837209302326,0.958139534883721,0.944186046511628
"k=100",0.925581395348837,0.93953488372093,0.934883720930233,0.944186046511628,0.948837209302326,0.944186046511628
