"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",0.994845360824742,0.989690721649485,0.994845360824742,0.994845360824742,0.989690721649485,0.979381443298969,0.984536082474227,0.989690721649485,0.989690721649485,0.989690721649485,0.989690721649485,0.989690721649485,0.989690721649485,0.989690721649485,0.989690721649485,0.979381443298969,0.984536082474227,0.984536082474227,0.984536082474227,0.989690721649485,0.989690721649485,0.989690721649485,0.989690721649485,0.984536082474227,0.989690721649485,0.984536082474227,0.984536082474227,0.984536082474227,0.989690721649485,0.984536082474227
"2",0.989637305699482,0.989637305699482,0.994818652849741,0.994818652849741,0.968911917098446,0.979274611398964,0.984455958549223,0.989637305699482,0.989637305699482,0.984455958549223,0.984455958549223,0.984455958549223,0.984455958549223,0.989637305699482,0.989637305699482,0.989637305699482,0.984455958549223,0.979274611398964,0.984455958549223,0.984455958549223,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482
"3",0.989637305699482,0.989637305699482,0.994818652849741,0.994818652849741,0.979274611398964,0.979274611398964,0.974093264248705,0.979274611398964,0.984455958549223,0.989637305699482,0.994818652849741,0.989637305699482,0.989637305699482,0.989637305699482,0.994818652849741,0.989637305699482,0.974093264248705,0.974093264248705,0.979274611398964,0.979274611398964,0.979274611398964,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.994818652849741
"4",0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.974093264248705,0.979274611398964,0.974093264248705,0.984455958549223,0.984455958549223,0.984455958549223,0.984455958549223,0.984455958549223,0.984455958549223,0.989637305699482,0.989637305699482,0.979274611398964,0.974093264248705,0.984455958549223,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482
"5",0.989690721649485,0.989690721649485,0.984536082474227,0.984536082474227,0.984536082474227,0.984536082474227,0.979381443298969,0.984536082474227,0.984536082474227,0.989690721649485,0.989690721649485,0.989690721649485,0.989690721649485,0.989690721649485,0.989690721649485,0.989690721649485,0.984536082474227,0.989690721649485,0.989690721649485,0.989690721649485,0.989690721649485,0.984536082474227,0.984536082474227,0.984536082474227,0.984536082474227,0.984536082474227,0.984536082474227,0.984536082474227,0.984536082474227,0.984536082474227
"6",0.994845360824742,0.989690721649485,1,1,0.984536082474227,0.984536082474227,0.984536082474227,0.994845360824742,0.989690721649485,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.979381443298969,0.984536082474227,0.984536082474227,0.984536082474227,0.989690721649485,0.989690721649485,0.989690721649485,0.989690721649485,0.989690721649485,0.989690721649485,0.984536082474227,0.984536082474227,0.984536082474227,0.994845360824742
"7",0.989637305699482,0.989637305699482,0.994818652849741,0.994818652849741,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.984455958549223,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.984455958549223,0.984455958549223,0.984455958549223,0.989637305699482,0.984455958549223,0.979274611398964,0.984455958549223,0.984455958549223,0.984455958549223,0.984455958549223,0.984455958549223,0.984455958549223,0.979274611398964,0.984455958549223,0.984455958549223
"8",0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.974226804123711,0.989690721649485,0.984536082474227,0.989690721649485,0.989690721649485,0.984536082474227,0.984536082474227,0.984536082474227,0.989690721649485,0.989690721649485,0.989690721649485,0.989690721649485,0.989690721649485,0.984536082474227,0.984536082474227,0.989690721649485,0.989690721649485,0.984536082474227,0.984536082474227,0.989690721649485,0.989690721649485,0.989690721649485,0.989690721649485,0.984536082474227,0.984536082474227,0.989690721649485
"9",0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.984455958549223,0.984455958549223,0.984455958549223,0.989637305699482,0.989637305699482,0.984455958549223,0.984455958549223,0.984455958549223,0.989637305699482,0.989637305699482,0.989637305699482,0.984455958549223,0.979274611398964,0.979274611398964,0.979274611398964,0.979274611398964,0.984455958549223,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482
"10",0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.984536082474227,0.984536082474227,0.984536082474227,0.989690721649485,0.984536082474227,0.989690721649485,0.989690721649485,0.989690721649485,0.989690721649485,0.989690721649485,0.989690721649485,0.974226804123711,0.974226804123711,0.974226804123711,0.984536082474227,0.984536082474227,0.989690721649485,0.984536082474227,0.984536082474227,0.984536082474227,0.989690721649485,0.984536082474227,0.984536082474227,0.984536082474227,0.984536082474227,0.984536082474227
"11",0.994871794871795,0.98974358974359,0.994871794871795,0.994871794871795,0.974358974358974,0.979487179487179,0.984615384615385,0.98974358974359,0.98974358974359,0.98974358974359,0.98974358974359,0.98974358974359,0.98974358974359,0.98974358974359,0.98974358974359,0.98974358974359,0.984615384615385,0.98974358974359,0.98974358974359,0.98974358974359,0.98974358974359,0.98974358974359,0.984615384615385,0.984615384615385,0.98974358974359,0.98974358974359,0.984615384615385,0.98974358974359,0.98974358974359,0.98974358974359
"12",0.984455958549223,0.984455958549223,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.984455958549223,0.994818652849741,0.994818652849741,0.994818652849741,0.989637305699482,0.989637305699482,0.994818652849741,0.994818652849741,0.994818652849741,0.979274611398964,0.968911917098446,0.974093264248705,0.984455958549223,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482
"13",0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.974093264248705,0.979274611398964,0.979274611398964,0.979274611398964,0.984455958549223,0.984455958549223,0.984455958549223,0.984455958549223,0.984455958549223,0.984455958549223,0.989637305699482,0.989637305699482,0.974093264248705,0.974093264248705,0.974093264248705,0.979274611398964,0.979274611398964,0.984455958549223,0.984455958549223,0.984455958549223,0.989637305699482,0.989637305699482,0.989637305699482,0.984455958549223,0.989637305699482,0.989637305699482
"14",0.994818652849741,0.994818652849741,0.989637305699482,0.989637305699482,0.989637305699482,0.984455958549223,0.984455958549223,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.979274611398964,0.984455958549223,0.984455958549223,0.984455958549223,0.984455958549223,0.984455958549223,0.984455958549223,0.984455958549223,0.979274611398964,0.989637305699482,0.984455958549223,0.989637305699482,0.984455958549223,0.984455958549223,0.984455958549223
"15",0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.979274611398964,0.979274611398964,0.979274611398964,0.989637305699482,0.984455958549223,0.984455958549223,0.979274611398964,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.968911917098446,0.968911917098446,0.974093264248705,0.974093264248705,0.979274611398964,0.974093264248705,0.984455958549223,0.989637305699482,0.984455958549223,0.984455958549223,0.984455958549223,0.984455958549223,0.989637305699482,0.989637305699482
