"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",0.994845360824742,0.994845360824742,0.989690721649485,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.989690721649485,0.994845360824742,0.989690721649485,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742
"2",0.994818652849741,0.994818652849741,0.989637305699482,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.984455958549223,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741
"3",1,1,0.994818652849741,0.989637305699482,0.989637305699482,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.989637305699482,1,1,1,1,1,1,1,1,1,1,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.994818652849741,0.989637305699482,0.994818652849741
"4",0.994818652849741,0.994818652849741,0.989637305699482,0.984455958549223,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.989637305699482,0.984455958549223,0.984455958549223,0.989637305699482,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741
"5",0.994845360824742,0.994845360824742,0.984536082474227,0.989690721649485,0.989690721649485,0.989690721649485,0.994845360824742,0.989690721649485,0.994845360824742,0.994845360824742,0.989690721649485,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.979381443298969,0.989690721649485,0.989690721649485,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742
"6",0.994845360824742,0.994845360824742,0.989690721649485,0.989690721649485,0.989690721649485,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.989690721649485,0.984536082474227,0.989690721649485,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742
"7",0.994818652849741,0.994818652849741,0.984455958549223,0.989637305699482,0.989637305699482,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.994818652849741,0.994818652849741
"8",0.989690721649485,0.989690721649485,0.984536082474227,0.989690721649485,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.989690721649485,0.989690721649485,0.989690721649485,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742
"9",0.989637305699482,0.989637305699482,0.989637305699482,0.984455958549223,0.984455958549223,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.994818652849741,0.989637305699482,0.989637305699482,0.984455958549223,0.984455958549223,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482
"10",0.994845360824742,0.994845360824742,0.989690721649485,0.979381443298969,0.989690721649485,0.989690721649485,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.989690721649485,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.984536082474227,0.984536082474227,0.989690721649485,0.994845360824742,0.994845360824742,0.994845360824742
